description,cpv
specialty fabrics or cloth,19240000
nonwoven fabrics,19270000
leathers,19100000
basic steels,14622000
stainless steel alloys,14600000
high speed steels,14622000
nickel based super alloys,14722000
titanium based super alloys,14724000
aluminum based alloys,14721000
cobalt based super alloys,14733000
non ferrous metal oxides,14612000
metal solids,14700000
metal scrap,14700000
turnings,14630000
explosives,24600000
pyrotechnics,39225500
igniters,24615000
propellants,24611000
earth metals,24315500
rare earth metals,24315500
transition metals,14710000
alkali metals,24311300
non metals and pure and elemental gases,24111000
noble gases,24100000
industrial use gases,24110000
isotopes,24315100
indicators and reagents,33696300
catalysts,24000000
buffers,24000000
colloids,24000000#24311000
surfactants,24311000
plasticizers,24000000
flame retardants,24311000
anti oxidants,24311000
curing agents,24000000
polymer breakers,24500000
emulsion breakers,24900000
clay stabilizers,24957000
fluid loss additives,24957000
friction reducers,24900000
paraffin asphaltene control agents,24900000
mud removal mixtures,24958300
anti sludgers,24900000
anti gas migration agents,24900000
expanding agents,24900000
extenders,24315000#24900000
oil well sealants,39812500
corrosion inhibitors,24963000
gas hydrate controllers,24900000
chemical scavengers,24900000
scale controllers,38311000
bactericides,24900000#24000000
in situ,45241200
retarders,34100000#34300000
iron controllers,38120000
non emulsifiers,24900000
food or drug additives,24957000
paper plastic and fabric modifiers,19520000#19200000
dyes,24200000
pigments,24200000
color compounds and dispersions,24200000
waxes,03142400
oils,09100000
hydrocarbonated solvents,24321000
oxygenated solvents,24000000
aliphatic and aromatic compounds,24321000
organic derivatives and substituted compounds,24321300
biochemicals,24900000
inorganic compounds,24110000
mixtures,24900000
fixatives,24900000
natural rubber,03116100
processed and synthetic rubber,19710000
elastomers,24900000
thermoset plastics,24500000
thermoplastic plastics,24500000
resins,19522000#24500000
rosins,19522000#24500000
films,24931000
foams,39000000
raw materials,03000000#14000000
printing and writing paper,30197620#30197630
novelty paper,30194300#30199000
personal paper products,22800000#30199000
business use papers,22800000#30199000
paperboard and packaging papers,30197600
tissue papers,30190000
laminated papers,30190000
coated papers,30190000
newsprint and offset papers,30120000#22991000
uncoated base papers,30194300
specialty industrial use papers,30194300
petroleum and distillates,09130000
solid and gel fuels,09110000
fuel oils,09135000
gaseous fuels,09120000
fuel additives,24951200#09100000
lubricating preparations,09210000
anti corrosives,24900000
greases,24951000
nuclear fuel,09340000
fission fuel assemblies,09100000
cutting equipment,42600000
screens and feeding equipment,42000000
crushers and breakers and grinders,43414000
mechanized ground support systems,42000000
secondary rock breaking systems,43000000
exploration and development systems,48000000
rock drills,43132300
explosive loading machinery,42418900
underground mining service vehicles,43600000
drilling and exploration equipment,43130000
drilling and operation machinery,43132100
drilling and operation accessories,43132100#43130000
acidizing equipment,43100000
cementing equipment,43400000
fracturing equipment,43000000
sand control equipment,43600000#43000000
completion tools and equipment,42600000#43130000
conventional drilling tools,43130000
drilling bits,43130000
fishing tools,37410000
directional drilling equipment,43130000
well measurement and logging equipment,38000000
fixturing and test equipment,38000000
perforating equipment,30123500
well testing equipment,43121500
slickline equipment,43000000
production systems equipment,43100000
coiled tubing equipment,43121400
seismic equipment,38293000
oil country tubular goods,42113120#44164000
drilling and workover rigs and equipment,43130000
surface data logging equipment,38126000
multilateral equipment,43100000
casing exit tools,44160000
expandable downhole equipment,43136000
casing while drilling tools,42113120#44164000
drilling mud and materials,24951110
well fracturing proppants,76471000
completion fluids,24950000
oil well cement,44111200
wellhead equipment,43612700
chemical injection systems,42993000
desanding equipment,42000000
downhole jet pumps and anchors,42122000
downhole production accessories,43136000
downhole pumps,43136000
export pumps,42122000
offshore production and storage platforms,43131000
well production flow measurement meters,38550000
gas treating equipment,42000000
glycol regenerators,42900000
heater treaters,42900000
line heaters,42900000#42000000
production injection skids,42100000
ocean floor equipment,34930000#42000000
produced water treating equipment,42912300#42900000
production control system instrumentation,42900000
pumping units,42900000
production separators,42100000
storage vessels and tanks,44611400
sucker rods,44332000
pipeline service equipment,44161000
agricultural machinery for soil preparation,16100000
agricultural machinery for planting and seeding,16100000
agricultural machinery for harvesting,16300000
dispersing and spraying appliances for agriculture,16400000
poultry and livestock equipment,15112000#03322000
agricultural machinery for cleaning and sorting and grading,16610000
agricultural processing machinery and equipment,16000000
forestry machinery and equipment,16100000#16600000#16800000
greenhouse equipment,03100000
insect equipment,42000000
commercial fishing equipment,34513100#37413000
aquaculture equipment,34513100#37413000
earth moving machinery,43210000
paving equipment,43312300
heavy equipment components,42400000
aerial lifts,42400000
building construction machinery and accessories,43300000
building demolition machinery and equipment,43300000
machinery for working wood and stone and ceramic and the like,42641000
petroleum distilling and processing machinery and equipment,42910000#42000000
hydrotreating machinery,42900000#42000000
textile processing machinery and accessories,42700000#42710000
textile working machinery and equipment and accessories,42700000#42710000
grinding and sanding and polishing equipment and supplies,43811000#43414000
faceting equipment and accessories,42900000
cabbing equipment,42210000#42200000
leather preparing machinery and accessories,42700000
leather working and repairing machinery and accessories,42700000
rubber and plastic processing machinery and equipment and supplies,42994000
cement and ceramics and glass industry machinery and equipment and supplies,42641200#42641000
optical industry machinery and equipment and supplies,38600000#38000000
pharmaceutical industry machinery and equipment and supplies,33000000
paper making and paper processing machinery and equipment and supplies,42800000
web handling and control machinery and equipment and supplies,31400000#42000000
separation machinery and equipment,42000000
manufacturing tables and stands,39121200
packaging machinery,42921320
holding and positioning and guiding systems and devices,38112100#38000000
industrial machinery components and accessories,42000000
robotics,48000000#72000000
assembly machines,38000000
paint systems,38000000
part marking machines,30170000
precision fastening or torque equipment,42600000
coating systems,44113330
foundry machines and equipment,43400000
foundry supplies,43400000
foundry dies and tooling,43400000
food preparation machinery,42210000
food cutting machinery,42215100
food cooking and smoking machinery,42210000
industrial beverage processing machinery,42220000
batch mixers,42900000
continuous mixers,42900000
mixer parts and accessories,42600000
gas liquid contacting systems,42000000
adsorption and ion exchange,24000000#42000000
industrial drying equipment,42716000
electronic assembly machinery and support equipment,31711500
electronic manufacturing and processing machinery,31712000
arrival department machinery and equipment,42000000
killing and defeathering department machinery and equipment,16650000
evisceration department machinery and equipment,16650000
log debarkers and accessories,42000000#42900000
bandsaws and accessories,42600000#42900000#42000000
circular saws and accessories,42600000#42900000#42000000
lumber edgers,44511500#42675100#03410000
trimsaws and accessories,44511500#42675100#03410000
lumber sorters and accessories,44511500#42675100#03410000
lumber stackers and accessories,44511500#42675100#03410000
lumber kilns and equipment and accessories,44511500#42675100#03410000
lumber chippers and accessories,43312200
planers and accessories,43312100
lumber surfacers and accessories,3410000
