Description,CPV
ullklær,19220000
linstoff,19230000
linen,19231000
spesialstoffer,19240000
velvet,19241000
terry cloth,19242000
furniture fabric,19243000
curtain fabric,19244000
material for feeding,19245000
strikket eller heklet materiale,19250000
knitwear,19251000
fløyelsstoffer,19251100
crochet goods,19252000
tøy,19260000
fibertøy,19270000
ull huder og skinn av dyr,19280000
wool,19281000
animal skin,19282000
skins and feathers of birds,19283000
tekstilgarn og -tråd,19400000
naturlige tekstilfiber,19410000
kunstige tekstilfiber,19420000
tekstilgarn og -tråd av naturfiber,19430000
silk yarn,19431000
wool yarn,19432000
cotton yarn,19433000
lingarn,19434000
sewing thread and yarn from natural fibres,19435000
sytråd,19435100
strikkegarn,19435200
yarn from vegetable textile fibers,19436000
syntetisk garn eller tråd,19440000
synthetic yarn,19441000
synthetic thread,19442000
syntetisk sytråd,19442100
syntetisk strikkegarn,19442200
gummi- og plastmaterialer,19500000
gummiprodukter,19510000
rubber hoses treads and tire inserts,19511000
dekkinnlegg,19511100
slanger,19511200
dekkbaner slitebaner for dekk,19511300
non-vulcanized rubber products,19512000
rubber coated textiles,19513000
dekkord stoff,19513100
gummibelakte tekstilteip,19513200
regenerated rubber,19514000
plastprodukter,19520000
polystyrene products,19521000
polystyrenfolie,19521100
polystyrenplater,19521200
resins,19522000
epoksyharpiks,19522100
epoxy resin piping,19522110
lær- tekstil- gummi- og plastavfall,19600000
avfall av lær lærskre,19610000
tekstilavfall,19620000
gummiavfall,19630000
polyetylen søppelposer og -bager,19640000
syntetisk gummi og fiber,19700000
syntetisk gummi,19710000
syntetisk fiber,19720000
synthetic fiber cable,19721000
high strength yarn,19722000
single strand texture yarn,19723000
synthetic monofilament,19724000
kunstfiber,19730000
synthetic staple fibers,19731000
polypropylene,19732000
synthetic fiber texture yarn,19733000
printed matter and related products,22000000
trykte bøker brosjyrer og foldere,22100000
trykte bøker,22110000
school books,22111000
textbooks,22112000
library books,22113000
dictionaries maps notebooks and other books,22114000
ordbøker,22114100
atlaser,22114200
kart,22114300
land registry map,22114310
blue copy photocopy,22114311
trykte noter,22114400
leksikon,22114500
publikasjoner,22120000
technical publications,22121000
telefonbøker adressekalendrer,22130000
foldere,22140000
brosjyrer,22150000
hefter,22160000
aviser fagtidsskrifter tidsskrifter og magasiner,22200000
aviser,22210000
professional journals,22211000
offentlige journaler,22211100
periodicals,22212000
periodiske publikasjoner,22212100
magazines weekly papers,22213000
postkort gratulasjonskort og andre trykksaker,22300000
postkort,22310000
pictures,22312000
transfer images,22313000
patterns,22314000
photographs,22315000
gratulasjonskort,22320000
christmas card,22321000
frimerker sjekker pengesedler aksjebrev reklametrykksaker kataloger og håndbøker,22400000
frimerker,22410000
christmas stamps,22411000
new stamps,22412000
savings tags discount tags,22413000
stamp holders,22414000
stempelpapir,22420000
pengesedler,22430000
sjekkblanketter,22440000
trykksaker med sikkerhetstrykk,22450000
passport,22451000
postal orders,22452000
weight fee wafers,22453000
certificates,22454000
id card,22455000
identitetsarmbånd,22455100
permissions,22456000
access card,22457000
printed matter to order,22458000
tickets,22459000
reklameklistermerker og bånd,22459100
reklametrykksaker varekataloger og håndbøker,22460000
product catalogs,22461000
listeholdere,22461100
advertising material,22462000
håndbøker,22470000
computer user manuals,22471000
user manuals instruction books,22472000
technical manuals,22473000
trykkplater eller sylindrer eller andre materialer til bruk for trykking,22500000
offsetplater,22510000
utstyr til tørretsning,22520000
emboss equipment,22521000
blekk,22600000
trykkfarger,22610000
gravure inks,22611000
marker,22612000
protokoller regnskapsbøker samlepermer blanketter ol trykksaker av papir eller papp,22800000
protokoller av papir eller papp,22810000
accounting books,22813000
receipt pads,22814000
notebooks,22815000
notepads,22816000
notisblokker,22816100
stenografiblokker,22816200
selvklebende memoblokker,22816300
diaries or personal planning calendars,22817000
address books,22819000
blanketter,22820000
ballots,22821000
business forms,22822000
fortløpende forretningsblanketter,22822100
enkeltstående forretningsblanketter,22822200
øvelsesbøker kladdebøker,22830000
refill sheets for notebooks (school),22831000
exercise paper scratch paper,22832000
presentasjonsmapper,22840000
collector's album,22841000
frimerkehefter,22841100
frimerkealbum,22841200
samlepermer og tilbehør,22850000
collection binders,22851000
document cover,22852000
arkivomslag,22852100
archives keepers,22853000
diverse trykksaker,22900000
avispapir håndlaget papir annet ufarget papir og papp for grafiske formål,22990000
newsprint,22991000
handmade paper or cardboard,22992000
light-sensitive heat-sensitive or thermographic paper and cardboard,22993000
lysfølsomt papir eller papp,22993100
varmefølsomt papir eller papp,22993200
termografisk papir eller papp,22993300
bølgepapir eller papp,22993400
chemical products,24000000
gasser,24100000
industrigasser,24110000
hydrogen argon noble gases nitrogen and oxygen,24111000
argon,24111100
edelgasser,24111200
helium,24111300
neon,24111400
gasser til medisinsk bruk,24111500
hydrogen,24111600
nitrogen,24111700
flytende nitrogen,24111800
oksygen,24111900
inorganic oxygen composition,24112000
karbondioksid,24112100
nitrogenoksid,24112200
gasslignende uorganiske oksygenforbindelser,24112300
liquid and compressed air,24113000
flytende luft,24113100
komprimert luft,24113200
fargestoffer og pigmenter,24200000
oksider peroksider og hydroksider,24210000
zinc oxide and zinc peroxide titanium peroxide dyes and pigments,24211000
sinkoksid,24211100
sinkperoksid,24211200
titaniumoksid,24211300
oxides and hydroxides of chromium manganese magnesium lead and copper,24212000
kromoksid,24212100
manganoksid,24212200
blyoksid,24212300
kobberoksid,24212400
magnesiumoksid,24212500
hydroksider til fargestoffer og pigmenter,24212600
kromhydroksid,24212610
manganhydroksid,24212620
blyhydroksid,24212630
kobberhydroksid,24212640
magnesiumhydroksid,24212650
aqueous lime,24213000
garve ekstrakter fargestoff ekstrakter garvesyre og fargestoffer,24220000
dye extracts,24221000
tanning substance extracts,24222000
tanning acids,24223000
colorants,24224000
tanning products,24225000
uorganiske og organiske basiskjemikalier,24300000
uorganiske kjemiske grunnstoffer,24310000
chemical substances inorganic acids and compounds,24311000
metalloider,24311100
fosfider,24311110
karbider,24311120
hydrider,24311130
nitrider,24311140
azider,24311150
silisider silisiumforbindelser,24311160
borider,24311170
raffinert svovel,24311180
halogen,24311200
alkaliemetaller,24311300
kvikksølv,24311310
hydrogenklorid uorganiske syrer silisiumdioksid og svoveldioksid,24311400
uorganiske syrer,24311410
sulfuric acid,24311411
fosforsyre,24311420
polyfosforsyrer,24311430
heksafluorkiselsyre,24311440
svoveldioksid,24311450
silisiumdioksid,24311460
hydrogenklorid,24311470
hydroksider som basiske uorganiske kjemikalier,24311500
metalloksider,24311510
iron pyrites and iron oxides,24311511
natriumhydroksid,24311520
caustic soda,24311521
baking soda,24311522
svovelforbindelser,24311600
svovel,24311700
karbon,24311800
klor,24311900
metal halides; hypochlorites chlorates and perchlorates,24312000
metallhalogenater,24312100
natriumhexafluorsilicat,24312110
klorider,24312120
aluminum chloride,24312121
iron chloride,24312122
polyaluminum chloride,24312123
aluminiumklorhydrat,24312130
hypokloritter og klorater,24312200
natriumkloritt,24312210
natriumhypokloritt,24312220
sulfides sulfates nitrates phosphates and carbonates,24313000
sulfider sulfitter og sulfater,24313100
diverse sulfider,24313110
hydrogen sulphide,24313111
polysulfides,24313112
sulfater,24313120
sodium thiosulfate,24313121
iron sulfate,24313122
aluminum sulfate,24313123
sodium sulfate,24313124
iron sulfate,24313125
copper sulfate,24313126
fosfinater fosfonater fosfater og polyfosfater,24313200
natriumheksametafosfat,24313210
fosfater,24313220
karbonater,24313300
natriumkarbonater,24313310
natriumbikarbonat,24313320
nitrater,24313400
various metal salts,24314000
kaliumpermanganat,24314100
oksometalliske syrer,24314200
various inorganic chemicals,24315000
tungt vann andre isotoper og forbindelser av disse,24315100
cyanides cyanide oxides fulminates cyanates silicates borates perborates salts of inorganic acids,24315200
cyanide,24315210
cyanide oxide,24315220
fulminate,24315230
cyanates,24315240
hydrogen peroxide,24315300
piezoelectric quartz,24315400
compounds of rare earth metals,24315500
silicates,24315600
sodium silicate,24315610
borates and perborates (bleach),24315700
distilled water,24316000
synthetic stones,24317000
synthetic gemstones,24317100
synthetic semi-precious stones,24317200
basiske organiske kjemikalier,24320000
hydrocarbons,24321000
saturated hydrocarbons (carbon hydrogen),24321100
saturated acyclic hydrocarbons,24321110
methane,24321111
the ethylene,24321112
propene,24321113
buten,24321114
acetylene,24321115
saturated cyclic hydrocarbons,24321120
unsaturated hydrocarbons,24321200
unsaturated acyclic hydrocarbons,24321210
unsaturated cyclic hydrocarbons,24321220
benzene,24321221
toluene,24321222
o-xylenes,24321223
m-xylenes,24321224
the steering wheel,24321225
ethylbenzene,24321226
chlorine derivatives of acyclic hydrocarbons,24321300
tetrachlorethylene,24321310
carbon tetrachloride,24321320
alcohols phenols phenol alcohols and their halogenated sulphonated nitrated or nitrosated derivatives thereof; industrial fatty alcohols,24322000
industrial fatty alcohols,24322100
monohydric alcohols,24322200
methanol,24322210
ethanol,24322220
diols and polyalcohols and derivatives,24322300
ethylene glycol,24322310
alcohol derivatives,24322320
phenols and phenol derivatives,24322400
alcohol,24322500
ethyl alcohol,24322510
industrial monocarboxylic fatty acids,24323000
acid oils from refining,24323100
carboxylic acids,24323200
acetic acid,24323210
peracetic acid,24323220
unsaturated monocarboxylic acids and compounds,24323300
ester of methacrylic acid,24323310
acrylic acid ester,24323320
aromatic polycarboxylic acids and carboxylic acids,24323400
organic compounds with nitrogenous groups,24324000
compounds with amino groups,24324100
amines containing oxygen-containing groups,24324200
unclean,24324300
compounds with nitrogenous groups,24324400
organic sulfur compounds,24325000
aldehyde ketone organic peroxides and ethers,24326000
compounds with aldehyde-containing groups,24326100
compounds with ketone and quinone-containing groups,24326200
organic peroxides,24326300
ethylene oxide,24326310
ethers,24326320
various organic chemicals,24327000
vegetable derivatives for dyeing,24327100
charcoal,24327200
oils and products produced by distillation of high-temperature tar coal tar and mineral tar,24327300
coal tar,24327310
creosote,24327311
bek,24327320
tar pitch,24327330
resin products,24327400
waste slag from the production of wood pulp,24327500
gjødselstoffer og nitrogenforbindelser,24400000
nitrogen holdige gjødselstoffer,24410000
nitric acid and salts,24411000
sodium nitrate,24411100
nitric acids,24412000
ammonia,24413000
liquid ammonia,24413100
ammonium chloride,24413200
ammonium sulfate,24413300
fosforholdige gjødselstoffer,24420000
mineral phosphorus-containing fertilizers,24421000
chemical fertilizers containing phosphorus,24422000
animalske eller vegetabilske gjødsel,24430000
diverse gjødsel,24440000
agricultural chemical products,24450000
pesticides (pest control chemical agent),24451000
insecticides,24452000
herbicides,24453000
plant growth regulators,24454000
disinfectants,24455000
rotenticides (rat poison),24456000
fungicides,24457000
basic plastic plastic in primary form,24500000
